,BAA1_1_2,BAA2_1_2,Transacting BAAs_1_2,Exchange_1_2,BAA2_2_1,BAA1_2_1,Transacting BAAs_2_1,Exchange_2_1,Exchange_1_2_abs,Exchange_2_1_abs,Status_Check,Delta,Percent_Diff_Avg,Exchange_mean,Final_Exchange,Export_BAA,Import_BAA
2933,PJM,CPLW,PJM-CPLW,1184387.0,PJM,CPLW,CPLW-PJM,-1186199.0,1184387.0,1186199.0,keep,-1812.0,0.0015287368259804257,1185293.0,1185293.0,PJM,CPLW
2936,PJM,DUK,PJM-DUK,-2650990.0,PJM,DUK,DUK-PJM,2835188.0,2650990.0,2835188.0,keep,-184198.0,0.06722562636832885,2743089.0,2743089.0,DUK,PJM
2957,PJM,LGEE,PJM-LGEE,-2789158.0,PJM,LGEE,LGEE-PJM,2838363.0,2789158.0,2838363.0,keep,-49205.0,0.017488610728664367,2813760.5,2813760.5,LGEE,PJM
2958,PJM,MISO,PJM-MISO,21759414.0,PJM,MISO,MISO-PJM,-18243796.0,21759414.0,18243796.0,keep,3515618.0,0.17713489457281462,20001605.0,20001605.0,PJM,MISO
2962,PJM,NYIS,PJM-NYIS,8620553.0,PJM,NYIS,NYIS-PJM,-8376192.0,8620553.0,8376192.0,keep,244361.0,0.028759802998315875,8498372.5,8498372.5,PJM,NYIS
2963,PJM,OVEC,PJM-OVEC,-4891567.0,PJM,OVEC,OVEC-PJM,6892843.0,4891567.0,6892843.0,keep,-2001276.0,0.34973447302909794,5892205.0,6892843.0,OVEC,PJM
2985,PJM,TVA,PJM-TVA,-6669375.0,PJM,TVA,TVA-PJM,5865517.0,6669375.0,5865517.0,keep,803858.0,0.12878892077603465,6267446.0,6267446.0,TVA,PJM
2995,PNM,AZPS,PNM-AZPS,-1894779.0,PNM,AZPS,AZPS-PNM,1892643.0,1894779.0,1892643.0,keep,2136.0,0.001127944379784307,1893711.0,1893711.0,AZPS,PNM
3006,PNM,EPE,PNM-EPE,1847003.0,PNM,EPE,EPE-PNM,-1846464.0,1847003.0,1846464.0,keep,539.0,0.00029186669948794153,1846733.5,1846733.5,PNM,EPE
3037,PNM,PSCO,PNM-PSCO,-1053420.0,PNM,PSCO,PSCO-PNM,1037824.0,1053420.0,1037824.0,keep,15596.0,0.014916353586582387,1045622.0,1045622.0,PSCO,PNM
3047,PNM,SWPP,PNM-SWPP,-11540.0,PNM,SWPP,SWPP-PNM,11548.0,11540.0,11548.0,keep,-8.0,0.0006930007762041557,11544.0,11544.0,SWPP,PNM
3050,PNM,TEPC,PNM-TEPC,1392374.0,PNM,TEPC,TEPC-PNM,-1080363.0,1392374.0,1080363.0,keep,312011.0,0.2564438154653925,1236368.5,1392374.0,PNM,TEPC
3054,PNM,WACM,PNM-WACM,1964811.0,PNM,WACM,WACM-PNM,-1965122.0,1964811.0,1965122.0,keep,-311.0,0.00015827241937593772,1964966.5,1964966.5,PNM,WACM
3104,PSCO,PNM,PSCO-PNM,1037824.0,PSCO,PNM,PNM-PSCO,-1053420.0,1037824.0,1053420.0,keep,-15596.0,0.014916353586582387,1045622.0,1045622.0,PSCO,PNM
3115,PSCO,SWPP,PSCO-SWPP,-23953.0,PSCO,SWPP,SWPP-PSCO,23987.0,23953.0,23987.0,keep,-34.0,0.0014184404297774011,23970.0,23970.0,SWPP,PSCO
3122,PSCO,WACM,PSCO-WACM,-6163487.0,PSCO,WACM,WACM-PSCO,6249495.0,6163487.0,6249495.0,keep,-86008.0,0.01385841522735054,6206491.0,6206491.0,WACM,PSCO
3133,PSEI,BPAT,PSEI-BPAT,-15142194.0,PSEI,BPAT,BPAT-PSEI,15142195.0,15142194.0,15142195.0,keep,-1.0,6.604062569026681e-08,15142194.5,15142194.5,BPAT,PSEI
3147,PSEI,GCPD,PSEI-GCPD,896378.0,PSEI,GCPD,GCPD-PSEI,-837375.0,896378.0,837375.0,keep,59003.0,0.06814282653319631,866876.5,866876.5,PSEI,GCPD
3177,PSEI,SCL,PSEI-SCL,18296.0,PSEI,SCL,SCL-PSEI,-14977.0,18296.0,14977.0,keep,3319.0,0.2015061174985145,16636.5,18296.0,PSEI,SCL
3188,PSEI,TPWR,PSEI-TPWR,-416499.0,PSEI,TPWR,TPWR-PSEI,413158.0,416499.0,413158.0,keep,3341.0,0.008054061329050677,414828.5,414828.5,TPWR,PSEI
3204,SC,CPLE,SC-CPLE,-1157285.0,SC,CPLE,CPLE-SC,1271410.0,1157285.0,1271410.0,keep,-114125.0,0.0941884882777222,1214347.5,1214347.5,CPLE,SC
3208,SC,DUK,SC-DUK,2690649.0,SC,DUK,DUK-SC,-2716836.0,2690649.0,2716836.0,keep,-26187.0,0.009685690909282452,2703742.5,2703742.5,SC,DUK
3244,SC,SCEG,SC-SCEG,-4026201.0,SC,SCEG,SCEG-SC,4313920.0,4026201.0,4313920.0,keep,-287719.0,0.06907857318362648,4170060.5,4170060.5,SCEG,SC
3247,SC,SEPA,SC-SEPA,-30588.0,SC,SEPA,SEPA-SC,64041.0,30588.0,64041.0,keep,-33453.0,0.8080163323614727,47314.5,64041.0,SEPA,SC
3248,SC,SOCO,SC-SOCO,-3528949.0,SC,SOCO,SOCO-SC,3528732.0,3528949.0,3528732.0,keep,217.0,6.149328659238451e-05,3528840.5,3528840.5,SOCO,SC
3272,SCEG,CPLE,SCEG-CPLE,872493.0,SCEG,CPLE,CPLE-SCEG,-872820.0,872493.0,872820.0,keep,-327.0,0.0003747179004325307,872656.5,872656.5,SCEG,CPLE
3276,SCEG,DUK,SCEG-DUK,1143206.0,SCEG,DUK,DUK-SCEG,-1139232.0,1143206.0,1139232.0,keep,3974.0,0.003482251914157075,1141219.0,1141219.0,SCEG,DUK
3311,SCEG,SC,SCEG-SC,4313920.0,SCEG,SC,SC-SCEG,-4026201.0,4313920.0,4026201.0,keep,287719.0,0.06907857318362648,4170060.5,4170060.5,SCEG,SC
3315,SCEG,SEPA,SCEG-SEPA,241005.0,SCEG,SEPA,SEPA-SCEG,-178737.0,241005.0,178737.0,keep,62268.0,0.3033729338841411,209871.0,241005.0,SCEG,SEPA
3316,SCEG,SOCO,SCEG-SOCO,-4370178.0,SCEG,SOCO,SOCO-SCEG,4221743.0,4370178.0,4221743.0,keep,148435.0,0.03456254212383353,4295960.5,4295960.5,SOCO,SCEG
3337,SCL,BPAT,SCL-BPAT,-2731630.0,SCL,BPAT,BPAT-SCL,2800753.0,2731630.0,2800753.0,keep,-69123.0,0.0249924100434622,2766191.5,2766191.5,BPAT,SCL
3378,SCL,PSEI,SCL-PSEI,-14977.0,SCL,PSEI,PSEI-SCL,18296.0,14977.0,18296.0,keep,-3319.0,0.2015061174985145,16636.5,18296.0,PSEI,SCL
3417,SEC,FPC,SEC-FPC,3772395.0,SEC,FPC,FPC-SEC,-4134693.0,3772395.0,4134693.0,keep,-362298.0,0.09183158574199707,3953544.0,3953544.0,SEC,FPC
3418,SEC,FPL,SEC-FPL,5828794.0,SEC,FPL,FPL-SEC,-5777680.0,5828794.0,5777680.0,keep,51114.0,0.008808013760413513,5803237.0,5803237.0,SEC,FPL
3431,SEC,JEA,SEC-JEA,-610745.0,SEC,JEA,JEA-SEC,583966.0,610745.0,583966.0,keep,26779.0,0.04485178582320276,597355.5,597355.5,JEA,SEC
3457,SEC,TEC,SEC-TEC,766859.0,SEC,TEC,TEC-SEC,-767068.0,766859.0,767068.0,keep,-209.0,0.00027250319458488326,766963.5,766963.5,SEC,TEC
3515,SEPA,SC,SEPA-SC,64041.0,SEPA,SC,SC-SEPA,-30588.0,64041.0,30588.0,keep,33453.0,0.8080163323614727,47314.5,64041.0,SEPA,SC
3516,SEPA,SCEG,SEPA-SCEG,-178737.0,SEPA,SCEG,SCEG-SEPA,241005.0,178737.0,241005.0,keep,-62268.0,0.3033729338841411,209871.0,241005.0,SCEG,SEPA
3520,SEPA,SOCO,SEPA-SOCO,1173937.0,SEPA,SOCO,SOCO-SEPA,-1526880.0,1173937.0,1526880.0,keep,-352943.0,0.2659010414972892,1350408.5,1173937.0,SEPA,SOCO
3536,SOCO,AEC,SOCO-AEC,-555460.0,SOCO,AEC,AEC-SOCO,582387.0,555460.0,582387.0,keep,-26927.0,0.047356258390403416,568923.5,568923.5,AEC,SOCO
3548,SOCO,DUK,SOCO-DUK,-1476284.0,SOCO,DUK,DUK-SOCO,1538424.0,1476284.0,1538424.0,keep,-62140.0,0.0412420787656797,1507354.0,1507354.0,DUK,SOCO
3553,SOCO,FPC,SOCO-FPC,1958071.0,SOCO,FPC,FPC-SOCO,-1986856.0,1958071.0,1986856.0,keep,-28785.0,0.014594202961500324,1972463.5,1972463.5,SOCO,FPC
3554,SOCO,FPL,SOCO-FPL,5095641.0,SOCO,FPL,FPL-SOCO,-5185330.0,5095641.0,5185330.0,keep,-89689.0,0.01744890171409119,5140485.5,5140485.5,SOCO,FPL
3570,SOCO,MISO,SOCO-MISO,885096.0,SOCO,MISO,MISO-SOCO,-2631582.0,885096.0,2631582.0,keep,-1746486.0,1.318440187402273,1758339.0,885096.0,SOCO,MISO
3583,SOCO,SC,SOCO-SC,3528732.0,SOCO,SC,SC-SOCO,-3528949.0,3528732.0,3528949.0,keep,-217.0,6.149328659238451e-05,3528840.5,3528840.5,SOCO,SC
3584,SOCO,SCEG,SOCO-SCEG,4221743.0,SOCO,SCEG,SCEG-SOCO,-4370178.0,4221743.0,4370178.0,keep,-148435.0,0.03456254212383353,4295960.5,4295960.5,SOCO,SCEG
3587,SOCO,SEPA,SOCO-SEPA,-1526880.0,SOCO,SEPA,SEPA-SOCO,1173937.0,1526880.0,1173937.0,keep,352943.0,0.2659010414972892,1350408.5,1173937.0,SEPA,SOCO
3592,SOCO,TAL,SOCO-TAL,1017231.0,SOCO,TAL,TAL-SOCO,-1041596.0,1017231.0,1041596.0,keep,-24365.0,0.02367213260256501,1029413.5,1029413.5,SOCO,TAL
3597,SOCO,TVA,SOCO-TVA,-3766216.0,SOCO,TVA,TVA-SOCO,3963310.0,3766216.0,3963310.0,keep,-197094.0,0.05103087360294789,3864763.0,3864763.0,TVA,SOCO
3605,SPA,AECI,SPA-AECI,1478802.0,SPA,AECI,AECI-SPA,-1478802.0,1478802.0,1478802.0,keep,0.0,0.0,1478802.0,1478802.0,SPA,AECI
3638,SPA,MISO,SPA-MISO,2283341.0,SPA,MISO,MISO-SPA,-2277758.0,2283341.0,2277758.0,keep,5583.0,0.0024480978663137254,2280549.5,2280549.5,SPA,MISO
3659,SPA,SWPP,SPA-SWPP,2007293.0,SPA,SWPP,SWPP-SPA,-1997869.0,2007293.0,1997869.0,keep,9424.0,0.00470595305541871,2002581.0,2002581.0,SPA,SWPP
3675,SRP,AZPS,SRP-AZPS,-5942569.0,SRP,AZPS,AZPS-SRP,5932813.0,5942569.0,5932813.0,keep,9756.0,0.001643064043660214,5937691.0,5937691.0,AZPS,SRP
3679,SRP,CISO,SRP-CISO,10960924.0,SRP,CISO,CISO-SRP,-10960924.0,10960924.0,10960924.0,keep,0.0,0.0,10960924.0,10960924.0,SRP,CISO
3682,SRP,DEAA,SRP-DEAA,-1881234.0,SRP,DEAA,DEAA-SRP,1881234.0,1881234.0,1881234.0,keep,0.0,0.0,1881234.0,1881234.0,DEAA,SRP
3698,SRP,HGMA,SRP-HGMA,-3357397.0,SRP,HGMA,HGMA-SRP,3357398.0,3357397.0,3357398.0,keep,-1.0,2.978497482541975e-07,3357397.5,3357397.5,HGMA,SRP
3712,SRP,PACE,SRP-PACE,169413.0,SRP,PACE,PACE-SRP,-168882.0,169413.0,168882.0,keep,531.0,0.0031392796716370186,169147.5,169147.5,SRP,PACE
3730,SRP,TEPC,SRP-TEPC,2707556.0,SRP,TEPC,TEPC-SRP,-2553968.0,2707556.0,2553968.0,keep,153588.0,0.05843135343140726,2630762.0,2630762.0,SRP,TEPC
3735,SRP,WALC,SRP-WALC,-2296608.0,SRP,WALC,WALC-SRP,2296577.0,2296608.0,2296577.0,keep,31.0,1.3498258834065968e-05,2296592.5,2296592.5,WALC,SRP
3741,SWPP,AECI,SWPP-AECI,1384046.0,SWPP,AECI,AECI-SWPP,-1396477.0,1384046.0,1396477.0,keep,-12431.0,0.00894166203262009,1390261.5,1390261.5,SWPP,AECI
3754,SWPP,EPE,SWPP-EPE,85620.0,SWPP,EPE,EPE-SWPP,-85626.0,85620.0,85626.0,keep,-6.0,7.007462956637456e-05,85623.0,85623.0,SWPP,EPE
3755,SWPP,ERCO,SWPP-ERCO,-94644.0,SWPP,ERCO,ERCO-SWPP,98336.0,94644.0,98336.0,keep,-3692.0,0.03827704240693536,96490.0,96490.0,ERCO,SWPP
3774,SWPP,MISO,SWPP-MISO,3790228.0,SWPP,MISO,MISO-SWPP,-3738027.0,3790228.0,3738027.0,keep,52201.0,0.013868688021598796,3764127.5,3764127.5,SWPP,MISO
3784,SWPP,PNM,SWPP-PNM,11548.0,SWPP,PNM,PNM-SWPP,-11540.0,11548.0,11540.0,keep,8.0,0.0006930007762041557,11544.0,11544.0,SWPP,PNM
3785,SWPP,PSCO,SWPP-PSCO,23987.0,SWPP,PSCO,PSCO-SWPP,-23953.0,23987.0,23953.0,keep,34.0,0.0014184404297774011,23970.0,23970.0,SWPP,PSCO
3793,SWPP,SPA,SWPP-SPA,-1997869.0,SWPP,SPA,SPA-SWPP,2007293.0,1997869.0,2007293.0,keep,-9424.0,0.00470595305541871,2002581.0,2002581.0,SPA,SWPP
3802,SWPP,WACM,SWPP-WACM,-31733.0,SWPP,WACM,WACM-SWPP,29885.0,31733.0,29885.0,keep,1848.0,0.06003647391682926,30809.0,30809.0,WACM,SWPP
3805,SWPP,WAUW,SWPP-WAUW,-444012.0,SWPP,WAUW,WAUW-SWPP,442362.0,444012.0,442362.0,keep,1650.0,0.0037230462934903508,443187.0,443187.0,WAUW,SWPP
3825,TAL,FPC,TAL-FPC,846461.0,TAL,FPC,FPC-TAL,-846015.0,846461.0,846015.0,keep,446.0,0.0005270385293159596,846238.0,846238.0,TAL,FPC
3860,TAL,SOCO,TAL-SOCO,-1041596.0,TAL,SOCO,SOCO-TAL,1017231.0,1041596.0,1017231.0,keep,24365.0,0.02367213260256501,1029413.5,1029413.5,SOCO,TAL
3892,TEC,FMPP,TEC-FMPP,1397560.0,TEC,FMPP,FMPP-TEC,-1356972.0,1397560.0,1356972.0,keep,40588.0,0.029476378838123762,1377266.0,1377266.0,TEC,FMPP
3893,TEC,FPC,TEC-FPC,-1181247.0,TEC,FPC,FPC-TEC,1177687.0,1181247.0,1177687.0,keep,3560.0,0.003018319383336465,1179467.0,1179467.0,FPC,TEC
3894,TEC,FPL,TEC-FPL,1750516.0,TEC,FPL,FPL-TEC,-1720510.0,1750516.0,1720510.0,keep,30006.0,0.017290704560746162,1735513.0,1735513.0,TEC,FPL
3926,TEC,SEC,TEC-SEC,-767068.0,TEC,SEC,SEC-TEC,766859.0,767068.0,766859.0,keep,209.0,0.00027250319458488326,766963.5,766963.5,SEC,TEC
3947,TEPC,AZPS,TEPC-AZPS,-2807864.0,TEPC,AZPS,AZPS-TEPC,2927763.0,2807864.0,2927763.0,keep,-119899.0,0.04182678451963212,2867813.5,2867813.5,AZPS,TEPC
3958,TEPC,EPE,TEPC-EPE,2556811.0,TEPC,EPE,EPE-TEPC,-2663289.0,2556811.0,2663289.0,keep,-106478.0,0.04081236769610325,2610050.0,2610050.0,TEPC,EPE
3988,TEPC,PNM,TEPC-PNM,-1080363.0,TEPC,PNM,PNM-TEPC,1392374.0,1080363.0,1392374.0,keep,-312011.0,0.2564438154653925,1236368.5,1392374.0,PNM,TEPC
3998,TEPC,SRP,TEPC-SRP,-2553968.0,TEPC,SRP,SRP-TEPC,2707556.0,2553968.0,2707556.0,keep,-153588.0,0.05843135343140726,2630762.0,2630762.0,SRP,TEPC
4007,TEPC,WALC,TEPC-WALC,-1470768.0,TEPC,WALC,WALC-TEPC,1529643.0,1470768.0,1529643.0,keep,-58875.0,0.039259739865159904,1500205.5,1500205.5,WALC,TEPC
4016,TIDC,BANC,TIDC-BANC,-157879.0,TIDC,BANC,BANC-TIDC,156413.0,157879.0,156413.0,keep,1466.0,0.009329107305455497,157146.0,157146.0,BANC,TIDC
4019,TIDC,CISO,TIDC-CISO,-896640.0,TIDC,CISO,CISO-TIDC,898431.0,896640.0,898431.0,keep,-1791.0,0.0019954662326865935,897535.5,897535.5,CISO,TIDC
4085,TPWR,BPAT,TPWR-BPAT,-2062607.0,TPWR,BPAT,BPAT-TPWR,2048182.0,2062607.0,2048182.0,keep,14425.0,0.007018203865158501,2055394.5,2055394.5,BPAT,TPWR
4126,TPWR,PSEI,TPWR-PSEI,413158.0,TPWR,PSEI,PSEI-TPWR,-416499.0,413158.0,416499.0,keep,-3341.0,0.008054061329050677,414828.5,414828.5,TPWR,PSEI
4149,TVA,AECI,TVA-AECI,-1615023.0,TVA,AECI,AECI-TVA,1617800.0,1615023.0,1617800.0,keep,-2777.0,0.001718004387561256,1616411.5,1616411.5,AECI,TVA
4157,TVA,CPLW,TVA-CPLW,331417.0,TVA,CPLW,CPLW-TVA,-331432.0,331417.0,331432.0,keep,-15.0,4.525917669839785e-05,331424.5,331424.5,TVA,CPLW
4160,TVA,DUK,TVA-DUK,921395.0,TVA,DUK,DUK-TVA,-921325.0,921395.0,921325.0,keep,70.0,7.597464628483763e-05,921360.0,921360.0,TVA,DUK
4161,TVA,EEI,TVA-EEI,445063.0,TVA,EEI,EEI-TVA,-446490.0,445063.0,446490.0,keep,-1427.0,0.003201163937014695,445776.5,445776.5,TVA,EEI
4181,TVA,LGEE,TVA-LGEE,1953606.0,TVA,LGEE,LGEE-TVA,-1598830.0,1953606.0,1598830.0,keep,354776.0,0.20174892561644536,1776218.0,1953606.0,TVA,LGEE
4182,TVA,MISO,TVA-MISO,-11220607.0,TVA,MISO,MISO-TVA,10218886.0,11220607.0,10218886.0,keep,1001721.0,0.09365077762722385,10719746.5,10719746.5,MISO,TVA
4191,TVA,PJM,TVA-PJM,5865517.0,TVA,PJM,PJM-TVA,-6669375.0,5865517.0,6669375.0,keep,-803858.0,0.12878892077603465,6267446.0,6267446.0,TVA,PJM
4200,TVA,SOCO,TVA-SOCO,3963310.0,TVA,SOCO,SOCO-TVA,-3766216.0,3963310.0,3766216.0,keep,197094.0,0.05103087360294789,3864763.0,3864763.0,TVA,SOCO
4219,WACM,AZPS,WACM-AZPS,2485776.0,WACM,AZPS,AZPS-WACM,-2483342.0,2485776.0,2483342.0,keep,2434.0,0.0009796509497206896,2484559.0,2484559.0,WACM,AZPS
4256,WACM,PACE,WACM-PACE,2294130.0,WACM,PACE,PACE-WACM,-2780278.0,2294130.0,2780278.0,keep,-486148.0,0.1933827106603842,2537204.0,2537204.0,WACM,PACE
4260,WACM,PNM,WACM-PNM,-1965122.0,WACM,PNM,PNM-WACM,1964811.0,1965122.0,1964811.0,keep,311.0,0.00015827241937593772,1964966.5,1964966.5,PNM,WACM
4261,WACM,PSCO,WACM-PSCO,6249495.0,WACM,PSCO,PSCO-WACM,-6163487.0,6249495.0,6163487.0,keep,86008.0,0.01385841522735054,6206491.0,6206491.0,WACM,PSCO
4271,WACM,SWPP,WACM-SWPP,29885.0,WACM,SWPP,SWPP-WACM,-31733.0,29885.0,31733.0,keep,-1848.0,0.06003647391682926,30809.0,30809.0,WACM,SWPP
4279,WACM,WALC,WACM-WALC,3504443.0,WACM,WALC,WALC-WACM,-3504455.0,3504443.0,3504455.0,keep,-12.0,3.424218757375197e-06,3504449.0,3504449.0,WACM,WALC
4281,WACM,WAUW,WACM-WAUW,-257676.0,WACM,WAUW,WAUW-WACM,252873.0,257676.0,252873.0,keep,4803.0,0.01881670558561882,255274.5,255274.5,WAUW,WACM
4287,WALC,AZPS,WALC-AZPS,-6619102.0,WALC,AZPS,AZPS-WALC,6612865.0,6619102.0,6612865.0,keep,6237.0,0.0009427171917417154,6615983.5,6615983.5,AZPS,WALC
4291,WALC,CISO,WALC-CISO,1712785.0,WALC,CISO,CISO-WALC,-1712855.0,1712785.0,1712855.0,keep,-70.0,4.0868275726080316e-05,1712820.0,1712820.0,WALC,CISO
4305,WALC,GRIF,WALC-GRIF,-2075863.0,WALC,GRIF,GRIF-WALC,2075861.0,2075863.0,2075861.0,keep,2.0,9.634551815240755e-07,2075862.0,2075862.0,GRIF,WALC
4312,WALC,IID,WALC-IID,-221625.0,WALC,IID,IID-WALC,215566.0,221625.0,215566.0,keep,6059.0,0.027723187236429914,218595.5,218595.5,IID,WALC
4316,WALC,LDWP,WALC-LDWP,8982695.0,WALC,LDWP,LDWP-WALC,-55514.0,8982695.0,55514.0,keep,8927181.0,80.90168171668786,4519104.5,8982695.0,WALC,LDWP
4319,WALC,NEVP,WALC-NEVP,-3673811.0,WALC,NEVP,NEVP-WALC,3672669.0,3673811.0,3672669.0,keep,1142.0,0.00031089719909277447,3673240.0,3673240.0,NEVP,WALC
4338,WALC,SRP,WALC-SRP,2296577.0,WALC,SRP,SRP-WALC,-2296608.0,2296577.0,2296608.0,keep,-31.0,1.3498258834065968e-05,2296592.5,2296592.5,WALC,SRP
4342,WALC,TEPC,WALC-TEPC,1529643.0,WALC,TEPC,TEPC-WALC,-1470768.0,1529643.0,1470768.0,keep,58875.0,0.039259739865159904,1500205.5,1500205.5,WALC,TEPC
4346,WALC,WACM,WALC-WACM,-3504455.0,WALC,WACM,WACM-WALC,3504443.0,3504455.0,3504443.0,keep,12.0,3.424218757375197e-06,3504449.0,3504449.0,WACM,WALC
4457,WAUW,NWMT,WAUW-NWMT,-1009410.0,WAUW,NWMT,NWMT-WAUW,1024194.0,1009410.0,1024194.0,keep,-14784.0,0.014540472369985014,1016802.0,1016802.0,NWMT,WAUW
4475,WAUW,SWPP,WAUW-SWPP,442362.0,WAUW,SWPP,SWPP-WAUW,-444012.0,442362.0,444012.0,keep,-1650.0,0.0037230462934903508,443187.0,443187.0,WAUW,SWPP
4482,WAUW,WACM,WAUW-WACM,252873.0,WAUW,WACM,WACM-WAUW,-257676.0,252873.0,257676.0,keep,-4803.0,0.01881670558561882,255274.5,255274.5,WAUW,WACM
4525,WWA,NWMT,WWA-NWMT,652062.0,WWA,NWMT,NWMT-WWA,-654564.0,652062.0,654564.0,keep,-2502.0,0.0038297250690650375,653313.0,653313.0,WWA,NWMT
4564,YAD,CPLE,YAD-CPLE,6501.0,YAD,CPLE,CPLE-YAD,-14057.0,6501.0,14057.0,keep,-7556.0,0.8499042567991002,10279.0,6501.0,YAD,CPLE
4568,YAD,DUK,YAD-DUK,664570.0,YAD,DUK,DUK-YAD,-707659.0,664570.0,707659.0,keep,-43089.0,0.06286345493906909,686114.5,686114.5,YAD,DUK
